id,x,y,deg
011_10,s0.8491790007,s0.2477656336,s202.0000000000
012_0,s0,s0,s0
012_1,s0.1678032588545327885576342,s-0.3560818890852442894501273,s149
012_2,s-0.5912369778741359011703382,s1.013231807625133247627996,s70
012_3,s0.6802178533227429824137289,s0.1193121967775264830047277,s21
012_4,s-0.3447017285920927437501556,s-0.4284077961139381648947301,s94
012_5,s-0.7452831461178845845472194,s0.5679619875131303383120059,s113
012_6,s-0.9566684956454064171337683,s-0.03455669508055521366163276,s291
012_7,s0.3328355577301088898860629,s1.116663006144511169175082,s240
012_8,s0.3677308002062523520359077,s-0.9354611204866758299852905,s108
012_9,s0.6236366417984480253929040,s-0.3924622693449968001064286,s305
012_10,s-0.4299940666479405912414613,s0.5372675479878452203807981,s309
012_11,s-0.1984996594041358881216341,s1.174942851831230874841417,s7
013_0,s0,s0,s0
013_1,s-0.4969888251311984708746828,s0.1600092339295291002376765,s64
013_2,s-0.6015151281872200663206063,s0.7532177786062221828272680,s58
013_3,s0.3376213502141870662770495,s0.5808104887029972990264426,s333
013_4,s0.6524468409181669679292038,s-0.3746886565518893347226381,s25
013_5,s-0.2612989438225839350891932,s-0.8121783950037533140846319,s172
013_6,s-0.5547839456363616375544900,s-0.2475766167985774695615985,s142
013_7,s0.1370738713701278536222226,s-0.5889843055579977743746455,s44
013_8,s0.1084211182731897721558819,s1.322725240451916787001729,s277
013_9,s0.3805437656711500339634658,s-0.8442151253724154004280666,s286
013_10,s-0.1779577771992292697326304,s0.8544035769012542497202747,s8
013_11,s0.6796616233689712779052209,s0.3095977933252629164226397,s283
013_12,s-1.024464008835537824019384,s-0.1366556104631245216474156,s93
014_0,s0,s0,s0
014_1,s-0.5563594075888811385510735,s-0.2692804898256107616616450,s263
014_2,s-0.9782492670337363110943943,s0.3199286721374298911313438,s259
014_3,s-0.2891909613254015157528428,s-0.7155250135059687134457276,s239
014_4,s0.3330005899949511766200416,s0.6123563263976652265574429,s244
014_5,s0.9769205935942238084798712,s-0.8600394693580688894232056,s26
014_6,s-0.5905184328555078842768952,s0.8129556106012369403983339,s49
014_7,s0.4262483821821611649355300,s1.192655811823994919766700,s235
014_8,s-0.1817482369698835707782016,s0.8235803684693200447941575,s353
014_9,s-0.4315926402893058432159985,s1.430960306165899450885071,s95
014_10,s0.3411426756910934648264754,s1.438146935127159293903166,s55
014_11,s-1.014543443648286139696646,s-0.3190982774203152920597034,s219
014_12,s0.2840913887387450931232281,s-0.6187523708374808337033535,s335
014_13,s0.9220241116494586855641126,s0.04969720454613048396703962,s209
015_0,s0,s0,s0
015_1,s0.1980521972356177641538810,s-0.7189157661398242870481879,s37
015_2,s0.4510481353703374189298425,s-0.9987393331356092143584468,s275
015_3,s0.8705169688088737476368978,s1.405955662685918046428402,s226
015_4,s-0.2546327500761906142967561,s-1.295814429283127334395584,s354
015_5,s-0.7226299506037929983037760,s0.4286197196764475860278343,s297
015_6,s0.9649595612676139973207241,s0.6242169507340189899251977,s142
015_7,s0.9655710201669485820419329,s0.02609659108976104813226729,s265
015_8,s0.8800257103612929895225531,s-0.5805269724051553381465040,s44
015_9,s-0.1720757959843833180546559,s1.648716007744642091797925,s193
015_10,s-1.214856894194715359810989,s0.1511439486304262279012250,s257
015_11,s-0.4501369596911148161094691,s1.081425665456347832288353,s70
015_12,s0.2139886076335664854674439,s0.8390114705470468987533182,s285
015_13,s0.3467927671681878508402885,s1.289855558508887214616555,s323
015_14,s-0.6333747857840154715097780,s-0.7278709452053355819650672,s340
016_0,s0,s0,s0
016_1,s0.9764727978258746427572129,s0.1715451453991501586798797,s267
016_2,s-0.3960220926164828261946404,s-0.3654143375029849702797023,s269
016_3,s0.8637538200434849433584360,s-0.4586704434297989747826296,s56
016_4,s0.3437039918380021580497641,s1.587360820351669882938285,s71
016_5,s-0.2497613490137720465567028,s-0.8018203214087880675506319,s155
016_6,s-1.258334443595870333354198,s-0.04533066121479205345945493,s145
016_7,s0.2330856367511263821379332,s-0.6787618345890564387073995,s217
016_8,s0.2043959658592051711889503,s1.008282476378574505498919,s45
016_9,s-0.4160423636636237684598159,s0.6875507846444575132949224,s16
016_10,s-0.4325516601352413160650432,s0.2147201459404306338185632,s51
016_11,s-0.9081568699079560513277859,s1.098949437357477713558819,s114
016_12,s-0.8030391843301763624488055,s-0.06263308594121979981650400,s180
016_13,s0.6063232915281992228611826,s1.153916886807317775283378,s198
016_14,s-1.431168975326435131856240,s0.4940813461873516075628653,s245
016_15,s0.6287193742595359163133354,s0.1707689902062309739855239,s36
017_0,s0,s0,s0
017_1,s-0.4007951318641164648037815,s2.116347325646581160711601,s206
017_2,s0.7368055144659818875632613,s1.089247261823650479023451,s225
017_3,s0.1502108206479955687662196,s-1.122617068739221609340041,s85
017_4,s-0.4383684210655219935098836,s0.6604085670750996141936670,s154
017_5,s0.5662332292897149822741287,s0.5126386777454474963366948,s56
017_6,s-1.136478759357826095847955,s0.2774564784085527709145413,s-10
017_7,s0.5388385036274955970647671,s0.1806973132032730147700228,s171
017_8,s0.1375523190524161071815944,s-0.5024753194720081670571206,s121
017_9,s0.02207912760777461843447805,s1.295940849267614275105997,s284
017_10,s-0.4170780269702313447098465,s-0.3365206872647301666195714,s64
017_11,s-0.3334226497160556329513168,s1.346057487475510046261858,s131
017_12,s-0.8132106229344925087121340,s-0.7146480061845120034663694,s67
017_13,s-0.6631182642174923546479746,s-1.237846032296398269406668,s94
017_14,s1.375771697432728537038861,s0.3126239682434322764148506,s200
017_15,s0.7171701602143388657763234,s-0.5289645618638441483365388,s214
017_16,s1.101629686262356341841519,s-0.2852010233696590825458465,s16
018_0,s0,s0,s0
018_1,s0.5460543219248253921094261,s0.2732095767748468906344073,s182
018_2,s-0.03241339472972452027954571,s1.127069448132913251359176,s291
018_3,s-0.1035358418325898130496476,s-1.066751250929921693288982,s50
018_4,s0.6526426794521744748078795,s0.9338342984893734655127417,s144
018_5,s-0.7991017041878549255484739,s-1.578148272557531460631721,s-19
018_6,s0.3571033415738410453366125,s-0.5943008523135741068971197,s197
018_7,s-1.151727937763826989728267,s-0.4029277909146173081850196,s202
018_8,s-0.3237549656533712932882095,s0.4503046867721298158332439,s60
018_9,s0.9479292623214354025079641,s-0.7738463330163954517759704,s15
018_10,s1.000220146746098273172511,s0.5276868102119027363096359,s213
018_11,s-1.053658287831893089828150,s-0.008221880471615616555250401,s267
018_12,s-0.1393010102694246452048610,s-0.3430198100515716823965335,s102
018_13,s1.284236937222140138370807,s-0.3888734965198161266930472,s273
018_14,s0.2097424442037756162765530,s1.597687538381115946069241,s-7
018_15,s0.3041079050527264546893714,s-1.361933033497233391968807,s122
018_16,s-1.241898495800598648843016,s0.4140939530834392770519691,s341
018_17,s-0.5479457769186670788863492,s0.9717024743849576300797063,s329
019_0,s0,s0,s0
019_1,s0.6722132073277964012247843,s-0.5153310307061333842351680,s23
019_2,s-0.2716598598920749213676829,s1.318893662308871022551675,s217
019_3,s-0.4780999744408540343132418,s0.3340657791290352479629532,s7
019_4,s0.4311041695054270775355753,s0.5477082933942788809528192,s231
019_5,s-1.167464074145791848302612,s0.1423035456201847839905611,s167
019_6,s-0.7200839372522277966916227,s1.951319924218248609917598,s197
019_7,s-1.438236635674269855468539,s-0.6709639860649053741230299,s199
019_8,s1.284857016796649660300353,s-0.2738146364613363767902276,s63
019_9,s-0.4675636235238023116767004,s-0.8589917726684103797818457,s245
019_10,s-0.8167803303633314282537066,s-1.462887520843437819811903,s-6
019_11,s0.008090996647205084268961140,s-0.4227667757871642131850543,s205
019_12,s0.5570452834577641555886816,s-0.9907274723192083729084177,s283
019_13,s-1.306845800880668945036234,s0.3941623310565268915699187,s-11
019_14,s0.4560982822958644464922394,s1.204019228346905795489289,s229
019_15,s0.2133592877678993533774321,s1.842454173954523799581345,s173
019_16,s-0.8366395662591446528359543,s1.263803956094195200316647,s165
019_17,s1.090593454823174211429372,s0.4206964124352483083701945,s327
019_18,s-0.4683946308230357985502579,s-0.1693755643898444129824554,s111
020_0,s0,s0,s0
020_1,s-0.8049263973583403088823962,s1.341830096636741373114509,s243
020_2,s-0.4410011631712878604760775,s-0.2408593069062439223637639,s176
020_3,s0.6591859199700828841894662,s-0.5071277014420159205687622,s145
020_4,s1.389172379987213477772062,s0.4362579612912572055161145,s233
020_5,s0.01964463672473615307723094,s0.9953722592069841057504931,s326
020_6,s0.9128674088667107309330583,s-0.1545641056276375975217508,s341
020_7,s-0.5954559625436551667781309,s0.8340059627129500635644987,s207
020_8,s0.8999809329472552264783666,s0.6437511067560081155086713,s101
020_9,s-0.8050852750012077096650190,s-0.6615115595644164821556576,s72
020_10,s-1.256839537977099431446949,s-0.06538993420779027569006424,s42
020_11,s-0.2740891981376872531261951,s-1.114960929819643950045363,s251
020_12,s-1.467940751682999507912731,s0.6197485758308715411701858,s299
020_13,s-0.7898203499178372635498166,s0.002433521399443409460178266,s15
020_14,s0.01789643111212793624709157,s-0.6426722001579551757366450,s328
020_15,s-0.4742552938688851791627924,s1.872035049658154602474080,s92
020_16,s0.9935679569339353443824254,s-0.5876790435850314945134820,s249
020_17,s1.813789423237927979012940,s-0.3768240484429408693016484,s61
020_18,s-0.1424484163455870702578997,s1.437605553960919275990893,s-2
020_19,s1.007821684299505212052684,s1.298728180582204546136826,s117
021_0,s0,s0,s0
021_1,s1.445595280313013894588764,s-0.2780941407047454183576462,s324
021_2,s-0.6753652039043885405011913,s-0.7569944194940597566312322,s87
021_3,s0.2593556909145707176089779,s-0.3958634102988361630481861,s107
021_4,s0.6867356892365088713581223,s0.3893931398210922654665178,s324
021_5,s-1.243467311784596164895254,s-0.4125882896771944266089279,s43
021_6,s-0.4427014512063642201478153,s-0.2426268822883596281564378,s70
021_7,s0.9295445579187727536680350,s1.798369096351478978179639,s137
021_8,s0.06500709284695809116183534,s1.109207875638635441232355,s250
021_9,s0.6128566059671210035364465,s-0.7072497674207149278430298,s319
021_10,s1.167221271385064967213153,s-0.8039118289763810482951600,s292
021_11,s-0.1643651599116402570351093,s-1.421893638920564254674028,s222
021_12,s-0.4027808430306605846915602,s0.7418939230743077893615038,s343
021_13,s0.8252051904638545154480048,s-1.719387618360136153056186,s341
021_14,s0.3130449023750216984776641,s-1.242951360592186121206692,s291
021_15,s1.298082137672075710675690,s0.2947337710469044172803537,s332
021_16,s-0.1688986046956587432077424,s-0.8495712806088135116144857,s143
021_17,s0.5238580269188690841791755,s-0.05218269399799551049728980,s278
021_18,s-0.2204300031505809216551830,s1.606308336118738418966771,s298
021_19,s1.049046165454838887114154,s1.178837794308521293596553,s308
021_20,s-0.8330018961732010779677741,s0.8114046091483931230636816,s160
022_0,s0,s0,s0
022_1,s-0.2183717630106874196815881,s0.8360672114155513158159638,s54
022_2,s0.07938857486772595093565993,s-1.557635486486506346589382,s22
022_3,s1.469273319952040009715722,s0.9578678212728770017397870,s67
022_4,s-0.4232476553926034570918265,s0.1096003232279974901747232,s119
022_5,s0.2581749068573366140411096,s-0.7568528607096327012401800,s210
022_6,s1.426605090524547061114555,s-0.3700739382032675814371280,s89
022_7,s0.2107676283036148574823177,s1.697961338699018744510806,s177
022_8,s0.6096751262558493420981587,s0.02790062841406797458643219,s159
022_9,s-0.9498953076551224540546863,s-0.9267257022455359883814089,s333
022_10,s1.134446619225553523624405,s-0.9642594267347892739161706,s45
022_11,s0.9174576080968064560605679,s0.3280907565736124291422281,s244
022_12,s-0.9989805614028910234723772,s0.2725817986221507789601493,s339
022_13,s0.7722486006522467217975939,s1.545543303035674269785976,s22
022_14,s0.5031353957462261286548434,s1.088540439425130099820872,s240
022_15,s-0.3099949797464072592800833,s-0.7892913429232275152047650,s345
022_16,s0.3337751218948701026345561,s0.4748328875907542054660149,s286
022_17,s1.519359295027274001088635,s0.3875672943620067818770731,s297
022_18,s-1.198131030056475063096282,s-0.5210376705417976813858832,s21
022_19,s-1.558307802639207394635597,s0.2976404506251444333827368,s342
022_20,s-0.3954422049831019631786072,s1.708187626162970679244423,s217
022_21,s-1.018536292738000261816344,s1.598685695805033211459866,s312
023_0,s0,s0,s0
023_1,s0.6057543501707960131863474,s-0.1509878003487947900618238,s346
023_2,s-0.2983570512468905842201616,s-1.331972140927540871127575,s324
023_3,s0.04905276445505262795931944,s-0.4151601130669170490461450,s263
023_4,s-0.1761444702222346629996722,s-1.733306096358009929132848,s281
023_5,s-0.6195170725354048012461366,s1.290016576401684066967291,s325
023_6,s-0.4369563359343417536725939,s0.4066447511767113040526132,s11
023_7,s-1.060026846974066813342197,s1.195458422309324373992990,s207
023_8,s1.668106973922364331432144,s0.1905265587134169057853540,s97
023_9,s-0.6442522546895688862617082,s-1.513970125311497344315625,s61
023_10,s1.467763334704080956973071,s0.7144268036747321876794841,s90
023_11,s0.2734043429223740745426241,s0.7052999327474177050645304,s295
023_12,s-0.5394002224030188530345953,s-0.1446024941232299902693637,s42
023_13,s1.067326364851675341016702,s1.119787268463713514332626,s6
023_14,s0.4960790006651034714235671,s-0.8265212747287250067904085,s142
023_15,s0.9574981188870194314874409,s-0.3145606502211343337427340,s276
023_16,s-0.1565386971093357705575588,s1.074730646468790986464148,s303
023_17,s-0.8706377503692143506909559,s-0.4315627496424433856558882,s199
023_18,s0.6725473012284103420041492,s-1.426852725343419619682960,s271
023_19,s0.07632816538888010835482707,s1.740359321989061895663564,s253
023_20,s0.9492524839921735084827244,s-0.9346433919731549138862358,s301
023_21,s-1.229861043975698972380467,s-0.8875888358973239022908799,s36
023_22,s-1.135276248667905109887913,s-0.2360846386121507314501124,s14
024_0,s0,s0,s0
024_1,s0.4100564105005113334223577,s-0.05486306023739039722242339,s296
024_2,s-0.5257136533633461616954463,s0.3145938695247575273006291,s177
024_3,s0.3811259528527760516436462,s-0.4624226149390600684729869,s186
024_4,s1.252953585215688140849789,s-0.3450242346355295794402271,s115
024_5,s0.3135449626418993461507435,s-1.839366540361865880095352,s1
024_6,s-0.2127244428565902012451261,s1.462905351441781227547766,s202
024_7,s-1.689523878477458210343314,s0.3724365632768233680405248,s-2
024_8,s1.288234520841383613093401,s-0.005196277655612903390025500,s-7
024_9,s0.7066191763848545907833469,s1.757246048749034988273322,s325
024_10,s0.2269965691488989001887985,s1.579426654151761936963756,s349
024_11,s-0.9486966449922195100674651,s-0.7866361693589651767066768,s267
024_12,s0.5490075982707340609099975,s1.347050012807522645710833,s237
024_13,s-1.407472144520731196105229,s0.1667129310541195039846452,s249
024_14,s-0.09930131893796998506646021,s-1.094970824012562920883597,s155
024_15,s0.3588517471801257081864826,s0.9003813148104745176653065,s214
024_16,s1.486916566974770426146080,s-0.7167094652622600439717546,s161
024_17,s-0.7942533470043554475956137,s-1.657101003890357269489850,s-22
024_18,s-1.410860724539569517827291,s-0.5174045399922943440362828,s294
024_19,s-0.8500887863079957954340342,s0.7211528365001149444568629,s267
024_20,s0.9373292435806395862113449,s-0.8741064463326641709867156,s146
024_21,s-0.5369892953041620006510854,s1.550375681294064918853102,s62
024_22,s-0.9647770580874935808166070,s1.313513070025456465524105,s154
024_23,s-0.2897684434393298785748173,s-0.4366543081553485271262274,s222
025_0,s0,s0,s0
025_1,s-1.172785611002880569453400,s0.1042063839007605231118392,s16
025_2,s-1.328191844636467318016560,s-0.9354433033634373872641816,s131
025_3,s-0.2868012025340151284306945,s1.239945364022714447901908,s309
025_4,s-0.01954097201018196311439467,s-1.014628710554688027778436,s105
025_5,s0.3653562927677322250477602,s-0.3270601754698600292098342,s117
025_6,s1.735747360904850490094521,s-0.8971145601822891491733399,s67
025_7,s-0.3671126179192038030451097,s-0.1781983078282585748058908,s88
025_8,s1.028518578158644430214917,s0.1591298620843084321574422,s348
025_9,s0.6146355385731734812665428,s-0.02986836587350585620753708,s22
025_10,s-0.9671092915449745544553822,s-0.9280748786938084159137131,s297
025_11,s1.041212781046310601601457,s1.438609121068111382224509,s219
025_12,s0.2582091900459684077895341,s1.002177620212244943745384,s234
025_13,s0.7725224811984822230730841,s-0.4306839134047326472472852,s175
025_14,s-1.077473546878349931754658,s0.8392009063668265760049793,s307
025_15,s-0.5497874967201345913769828,s0.5683131871367370054407009,s302
025_16,s1.557387489582172396089533,s-0.2821381148612469875330832,s78
025_17,s0.3641979192801800963019687,s-1.421279691518684665935135,s7
025_18,s1.175644557757685289441344,s-1.375368567849110472238461,s15
025_19,s-0.3033711206582373736545523,s-1.586535098843610964471084,s100
025_20,s-0.2856969804635367767876859,s1.729066349241623740270147,s-8
025_21,s0.2464050764951286514106704,s-1.672829426240421303497681,s195
025_22,s-0.7447434832382097244680990,s1.594305648787726622378493,s127
025_23,s-1.314370424825316296946198,s-0.3326067681208714904572699,s126
025_24,s0.7434712469615881290797411,s1.495235154667101390088546,s42
026_0,s0,s0,s0
026_1,s0.2007198971012755066289924,s-0.9395541804465565409454353,s162
026_2,s-0.7443436437197729679121628,s-0.6431713405058374361650525,s16
026_3,s0.8968468166126917946734405,s0.06324297931045635978719588,s289
026_4,s-0.3837364957936633368118518,s0.6430985682623791832579485,s143
026_5,s-1.145570217699076194517449,s0.2590824976411288550065536,s326
026_6,s0.2702977706670690732915219,s0.9875039626950171713082317,s283
026_7,s0.2336503363960677100152899,s1.613642078953555353271199,s244
026_8,s-1.598102205604244020319820,s0.7092698568860192551155387,s281
026_9,s-0.5716490268003859287482271,s1.055535080358857125126804,s286
026_10,s-0.9732341671671009318902998,s1.130972329420903070389126,s3
026_11,s1.494789284254451192102131,s0.8940652463397480349295565,s136
026_12,s0.9614381663263727000046088,s1.711060419569897765460289,s35
026_13,s-0.3586689774714267968380721,s-0.9692562129886352437907474,s163
026_14,s0.3802728731118154722155856,s0.3538859536841416023739137,s295
026_15,s1.140959875117482103792575,s-0.5039714476163573361744418,s261
026_16,s0.8154052014327939443966153,s-0.3439844298356442078845596,s118
026_17,s-0.3912289237152641978301215,s-0.3570664554503938034613064,s268
026_18,s-0.9995104762153887885400848,s-1.025271067579440907070743,s57
026_19,s1.360537346644319733716953,s-0.9548083519404864608764996,s169
026_20,s0.1923068670442505357850993,s-2.018383789192530925436784,s62
026_21,s-1.231617694570142166818336,s-1.689238142907183203370037,s314
026_22,s-0.06427899422369505455510112,s1.574984889442767181308435,s53
026_23,s-1.279063661569050573338368,s-0.3666360340599814447021253,s26
026_24,s0.6619070749133165107447318,s-1.431451980493481858369708,s357
026_25,s1.034702733121447164321705,s-1.846643431468917670446040,s117
027_0,s0,s0,s0
027_1,s-1.334330886084391569121333,s0.2604049409267245457355600,s308
027_2,s0.3629765127299116531101042,s-0.6838296417876321628415149,s126
027_3,s-0.2867499600883550571299441,s-0.6196818032596863798366904,s308
027_4,s-0.3061909291294071079961300,s-1.258284008983359266451232,s81
027_5,s0.6486484036899989192442860,s-1.540059669960481908423943,s56
027_6,s-0.5959424332031308252366485,s0.04710938761701630866918219,s124
027_7,s0.03871819809754709074134382,s1.225931441111415998168610,s35
027_8,s0.6484532186620360905138227,s-0.4275151563776758423252034,s21
027_9,s-1.040638044099825187949193,s-0.6028084528037695802304976,s245
027_10,s0.6956696999999581508891677,s0.9900142254952562885506050,s16
027_11,s-1.170665567525621609396014,s0.9366258165392123014730828,s334
027_12,s1.644831337343427233796401,s-0.04658578213689612557146801,s101
027_13,s0.07636511495307098627838281,s1.766617152476215608231103,s297
027_14,s1.530155021038647334200023,s-0.5390536450377343170858865,s179
027_15,s0.4319639988769661959056023,s0.5639474003839451340946987,s53
027_16,s1.120204359472369754630039,s-1.239403719772966582304829,s40
027_17,s-0.4095749315424312697597742,s0.4153493313925766435013021,s27
027_18,s-0.09140584543696147340474662,s2.578596791634210518354141,s167
027_19,s1.189603565864813288638358,s0.3310227024608640945466110,s93
027_20,s-0.5899192084586403579324341,s1.369682979268310420856159,s215
027_21,s-0.7037185766622612356074872,s2.230462571183176318477536,s198
027_22,s1.147701730087660733532763,s1.320206147499616742939378,s16
027_23,s1.613276353355242056022977,s0.7861918143484018825332966,s88
027_24,s-1.662411061184167114512799,s-1.008281244474003064334754,s329
027_25,s-1.417501110854752742582336,s-0.01969750707925959840038901,s122
027_26,s-1.446278844889693326880575,s1.755405156264466014562339,s269
028_0,s0,s0,s0
028_1,s-0.1375880465203374089359391,s1.113261511278864818435401,s24
028_2,s-0.3012677187998601931531729,s-0.6813505934252513350501968,s61
028_3,s-0.6333920881308893239235169,s-0.1152325767948562413450775,s13
028_4,s1.023508697014122348530051,s-0.6478090711377498187029113,s188
028_5,s-0.7451176662982961183823160,s-0.9893209559206006253884165,s239
028_6,s0.2023486731299728030863960,s0.7861286639039833379349886,s346
028_7,s0.4920451373298466365979758,s2.071412392221014247151861,s248
028_8,s-0.8506614509282253294708564,s-1.559901796065211660932695,s52
028_9,s-0.8072620321425737193593575,s1.833106460659219501957429,s209
028_10,s0.1134414596297521182072240,s1.620282369203425119418383,s6
028_11,s-1.647179794102568646356477,s-0.2584605696880313691066178,s55
028_12,s-1.147319023692263395162658,s-0.1144356424446895903425033,s29
028_13,s1.004229015810612334015304,s0.9556661767670283653269841,s282
028_14,s0.6257730329358725668287278,s0.1075922176461470152635837,s356
028_15,s0.7265412417218347403830015,s1.536187902584411773404539,s168
028_16,s0.4494466148477380806197656,s-0.1447035422554406453032882,s189
028_17,s0.6796410567750736690054850,s-1.106163183346490181541143,s154
028_18,s1.651372205949664315844870,s-0.08959055884754618930693174,s196
028_19,s0.1754267217743057435258569,s-0.9854724437465424771720459,s15
028_20,s1.402126484967627128783163,s-1.282795224927471763876063,s301
028_21,s1.318655042909510972937158,s0.5998363601250838025510936,s179
028_22,s0.94013668750337819890461332761333324015140533447265625,s-0.10255215489487046198746611480601131916046142578125,s231
028_23,s-1.704337389230967106466124,s1.057261264081023305339002,s271
028_24,s-0.6383727613951610299462564,s1.033381341491920962435968,s134
028_25,s-1.282142084240890638618949,s-0.4795485479824726587037840,s202
028_26,s2.045910232536328633018432,s0.5621326339242308884822099,s125
028_27,s-0.07968409084143905293795554,s-1.756492869868267157028306,s324
029_0,s0,s0,s0
029_1,s-1.078052948950893364515880,s0.7428764960569890114794328,s83
029_2,s1.622190983499079805127929,s-0.05423964936371834452688566,s85
029_3,s-0.5503826275835449616247175,s-0.2306276847511014001582130,s240
029_4,s0.01500198997339993603819531,s1.837507913666279893340898,s82
029_5,s-1.406424350553568430009789,s-0.4362789889910493586287072,s356
029_6,s0.2879986999477970599503607,s0.8152316667553997087125595,s242
029_7,s0.5979802188889108902070112,s0.1286257812728010106349472,s153
029_8,s-0.8112300917438476626636383,s-1.219708767399445720550077,s120
029_9,s1.011285990013168208795368,s0.9910151550706344653063343,s66
029_10,s-1.076207992495785295203326,s-0.6552823067949594499845277,s264
029_11,s-1.900611592959309118118506,s-0.7769109771208525137484173,s269
029_12,s-0.8120964351740323538056398,s0.8982660717688979732167832,s261
029_13,s0.2998951788365885129730714,s1.682031740230300807543291,s289
029_14,s-0.8222009201266329905810607,s2.015804737088228197443295,s121
029_15,s-0.5074118114262939987189892,s-1.083492175459755508040715,s231
029_16,s1.373925232465201626969043,s-0.9390106474217477204591287,s306
029_17,s-1.117633486110219936254806,s1.297703375003410467339315,s301
029_18,s0.09764005005283290204720627,s1.134242329276029967628781,s72
029_19,s-0.01136534519354564717885659,s-0.9444832856728658649052980,s283
029_20,s1.391651321410851826695932,s0.5625749560340690110047529,s124
029_21,s0.6257557305802920207915375,s-1.278827768044321346214975,s132
029_22,s1.149561206751127849512440,s-0.3920237649999390137922627,s148
029_23,s-0.4686405160666053202472848,s0.2387535915159552622755168,s83
029_24,s1.302668382827873750479628,s-1.653577782766376195501547,s37
029_25,s1.166461637784063787824651,s1.402898344898466504587776,s269
029_26,s1.969134402510679237446876,s0.3862786042715466994224016,s180
029_27,s-1.606813316181520009257033,s0.3495019997411541942677896,s96
029_28,s0.06508105763890043807956556,s2.273339889843763190774986,s274
030_0,s0,s0,s0
030_1,s0.03542269964376676058548373,s-0.6082087683932801346845671,s207
030_2,s-0.5927855745902516158146733,s-0.8758188146418652667723636,s100
030_3,s0.9074720463116695556848859,s0.1888537497015592390992023,s280
