id,x,y,deg
011_10,s0.8491790007,s0.2477656336,s202.0000000000
012_0,s0,s0,s0
012_1,s0.1678032588545327885576342,s-0.3560818890852442894501273,s149
012_2,s-0.5694378817655302194196409,s1.023187283135022697822675,s67
012_3,s0.6802178533227429824137289,s0.1193121967775264830047277,s21
012_4,s-0.3447017285920927437501556,s-0.4284077961139381648947301,s94
012_5,s-0.7452831461178845845472194,s0.5679619875131303383120059,s113
012_6,s-0.9542669824335851776805208,s-0.04249433930773582022977219,s291
012_7,s0.3328355577301088898860629,s1.116663006144511169175082,s240
012_8,s0.3869246717058715881454317,s-0.9165012274587335302372673,s111
012_9,s0.6236366417984480253929040,s-0.3924622693449968001064286,s305
012_10,s-0.4299940666479405912414613,s0.5372675479878452203807981,s309
012_11,s-0.1790004507406231255145501,s1.178672634966801624316347,s9
013_0,s0,s0,s0
013_1,s-0.4969888251311984708746828,s0.1600092339295291002376765,s64
013_2,s-0.5788895844128973638791080,s0.7497281020524256046379254,s53
013_3,s0.3376213502141870662770495,s0.5808104887029972990264426,s333
013_4,s0.6524468409181669679292038,s-0.3746886565518893347226381,s25
013_5,s-0.3019208433579633108455320,s-0.7966528556210226911897527,s167
013_6,s-0.5547839456363616375544900,s-0.2475766167985774695615985,s142
013_7,s0.1370738713701278536222226,s-0.5889843055579977743746455,s44
013_8,s0.08423883557574811625605369,s1.351991662346932502117291,s272
013_9,s0.3895720782678542635363295,s-0.8374099479515482243215107,s288
013_10,s-0.1779577771992292697326304,s0.8544035769012542497202747,s8
013_11,s0.7150108568403028912706391,s0.2581705036320753524878333,s278
013_12,s-1.024464008835537824019384,s-0.1366556104631245216474156,s93
014_0,s0,s0,s0
014_1,s-0.5563594075888811385510735,s-0.2692804898256107616616450,s263
014_2,s-0.9782492670337363110943943,s0.3199286721374298911313438,s259
014_3,s-0.06450453993822778095456125,s-0.6865986978975244694859983,s235
014_4,s0.3300945663449138811618155,s0.6173811428935532192099899,s243
014_5,s0.9120604921668089377570505,s-0.8745491414927892505262053,s21
014_6,s-0.5905184328555078842768952,s0.8129556106012369403983339,s49
014_7,s0.4262483821821611649355300,s1.192655811823994919766700,s235
014_8,s-0.1817482369698835707782016,s0.8235803684693200447941575,s353
014_9,s-0.4315926402893058432159985,s1.430960306165899450885071,s95
014_10,s0.3411426756910934648264754,s1.438146935127159293903166,s55
014_11,s-1.028015624546587231460948,s-0.2193622733797031346949721,s210
014_12,s0.3265173951091965842685739,s-0.3827487676321194606625376,s333
014_13,s0.9220241116494586855641126,s0.04969720454613048396703962,s209
015_0,s0,s0,s0
015_1,s0.1980521972356177641538810,s-0.7189157661398242870481879,s37
015_2,s0.4510481353703374189298425,s-0.9987393331356092143584468,s275
015_3,s0.8705169688088737476368978,s1.405955662685918046428402,s226
015_4,s-0.2659684667032985415369151,s-1.291157800837019329362551,s352
015_5,s-0.7226299506037929983037760,s0.4286197196764475860278343,s297
015_6,s0.9492619466786172618966151,s0.6226880221913990117506983,s137
015_7,s0.9381369824725457693542778,s0.02213793130112126552461185,s267
015_8,s0.8800257103612929895225531,s-0.5805269724051553381465040,s44
015_9,s-0.1720757959843833180546559,s1.648716007744642091797925,s193
015_10,s-1.178093208329447126939129,s0.1417304585731212094798509,s259
015_11,s-0.3940038734064395375272788,s1.060234278044907939818342,s75
015_12,s0.2139886076335664854674439,s0.8390114705470468987533182,s285
015_13,s0.3467927671681878508402885,s1.289855558508887214616555,s323
015_14,s-0.6505567384662681914425652,s-0.7246177982716431689204363,s338
016_0,s0,s0,s0
016_1,s0.9737436589854155065664604,s0.1661319803943062944906474,s262
016_2,s-0.3960220926164828261946404,s-0.3654143375029849702797023,s269
016_3,s0.8637538200434849433584360,s-0.4586704434297989747826296,s56
016_4,s0.3342014062907513434821927,s1.558742232320289421631730,s65
016_5,s-0.2580428355266105294035794,s-0.7899722889473654958633613,s153
016_6,s-1.265912087474614178630745,s-0.06066261746385472400366920,s148
016_7,s0.2330856367511263821379332,s-0.6787618345890564387073995,s217
016_8,s0.1881849818726404263702356,s0.9819135761766044842580031,s44
016_9,s-0.4107568987844412221159550,s0.6989759319265494222350716,s14
016_10,s-0.4241268483526784153678744,s0.2242964085477805093876703,s53
016_11,s-0.8654928120736715912129926,s1.244035453815494088325445,s126
016_12,s-0.7962475713661618468425241,s-0.05949777620722207331638304,s180
016_13,s0.6060940011171060312329759,s1.144827406052082966088358,s202
016_14,s-1.442886652906139596103108,s0.4642635997749765888742423,s247
016_15,s0.6287193742595359163133354,s0.1707689902062309739855239,s36
017_0,s0,s0,s0
017_1,s-0.3726497440087477922010521,s2.119230116208544899801536,s202
017_2,s0.7368055144659818875632613,s1.089247261823650479023451,s225
017_3,s0.1502108206479955687662196,s-1.122617068739221609340041,s85
017_4,s-0.4383684210655219935098836,s0.6604085670750996141936670,s154
017_5,s0.5662332292897149822741287,s0.5126386777454474963366948,s56
017_6,s-1.122522069020479229366218,s0.2377077784938617793786264,s-5
017_7,s0.5388385036274955970647671,s0.1806973132032730147700228,s171
017_8,s0.1375523190524161071815944,s-0.5024753194720081670571206,s121
017_9,s0.02131381594797600970928797,s1.294437022752067324498845,s280
017_10,s-0.4170780269702313447098465,s-0.3365206872647301666195714,s64
017_11,s-0.3251052143885775763676447,s1.325228570685286406862643,s130
017_12,s-0.7968144393918048934422057,s-0.7092129542921153332463160,s68
017_13,s-0.6631182642174923546479746,s-1.237846032296398269406668,s94
017_14,s1.375771697432728537038861,s0.3126239682434322764148506,s200
017_15,s0.7372859949949597106223786,s-0.5146874950287307760692092,s215
017_16,s1.101629686262356341841519,s-0.2852010233696590825458465,s16
018_0,s0,s0,s0
018_1,s0.5460543219248253921094261,s0.2732095767748468906344073,s182
018_2,s-0.08169509199892388377761687,s1.027384719329912626806232,s295
018_3,s-0.1035358418325898130496476,s-1.066751250929921693288982,s50
018_4,s0.6526426794521744748078795,s0.9338342984893734655127417,s144
018_5,s-0.7991017041878549255484739,s-1.578148272557531460631721,s-19
018_6,s0.3571033415738410453366125,s-0.5943008523135741068971197,s197
018_7,s-1.151727937763826989728267,s-0.4029277909146173081850196,s202
018_8,s-0.3237549656533712932882095,s0.4503046867721298158332439,s60
018_9,s0.9479292623214354025079641,s-0.7738463330163954517759704,s15
018_10,s1.000220146746098273172511,s0.5276868102119027363096359,s213
018_11,s-1.053658287831893089828150,s-0.008221880471615616555250401,s267
018_12,s-0.1393010102694246452048610,s-0.3430198100515716823965335,s102
018_13,s1.266165327274791065287684,s-0.3816071347692054829131565,s274
018_14,s0.2311259753152757247945951,s1.546756376717045169651498,s-11
018_15,s0.2968923568943302492353920,s-1.347837639453426683035232,s118
018_16,s-1.241898495800598648843016,s0.4140939530834392770519691,s341
018_17,s-0.5479457769186670788863492,s0.9717024743849576300797063,s329
019_0,s0,s0,s0
019_1,s0.6722132073277964012247843,s-0.5153310307061333842351680,s23
019_2,s-0.2716598598920749213676829,s1.318893662308871022551675,s217
019_3,s-0.4780999744408540343132418,s0.3340657791290352479629532,s7
019_4,s0.4193846090778139638205468,s0.5661461803815040928072879,s230
019_5,s-1.167464074145791848302612,s0.1423035456201847839905611,s167
019_6,s-0.7200839372522277966916227,s1.951319924218248609917598,s197
019_7,s-1.410910840702076258536264,s-0.6900278561718922276484181,s196
019_8,s1.282887562241185739958169,s-0.2556656964987676472055727,s66
019_9,s-0.4675636235238023116767004,s-0.8589917726684103797818457,s245
019_10,s-0.8167803303633314282537066,s-1.462887520843437819811903,s-6
019_11,s0.03840491159799419226827940,s-0.4156737221865025207201417,s202
019_12,s0.5637971307805511504782773,s-0.9647080691603757652760619,s286
019_13,s-1.306845800880668945036234,s0.3941623310565268915699187,s-11
019_14,s0.4527377603567172923565430,s1.185187756746503735154689,s230
019_15,s0.2082621538360005172818568,s1.823202004105049763797025,s174
019_16,s-0.8366395662591446528359543,s1.263803956094195200316647,s165
019_17,s1.090593454823174211429372,s0.4206964124352483083701945,s327
019_18,s-0.4683946308230357985502579,s-0.1693755643898444129824554,s111
020_0,s0,s0,s0
020_1,s-0.8049263973583403088823962,s1.341830096636741373114509,s243
020_2,s-0.4209012900131165989259241,s-0.2302287272115635732849803,s176
020_3,s0.6591859199700828841894662,s-0.5071277014420159205687622,s145
020_4,s1.378363513626754977611094,s0.4842121647955479959990480,s230
020_5,s0.01964463672473615307723094,s0.9953722592069841057504931,s326
020_6,s0.9128674088667107309330583,s-0.1545641056276375975217508,s341
020_7,s-0.5954559625436551667781309,s0.8340059627129500635644987,s207
020_8,s0.8999809329472552264783666,s0.6437511067560081155086713,s101
020_9,s-0.8309014130095467545907009,s-0.6067289433650553042917663,s70
020_10,s-1.259635370443012812070872,s-0.04516808391786332910894374,s39
020_11,s-0.2740891981376872531261951,s-1.114960929819643950045363,s251
020_12,s-1.464604145343152815793472,s0.7201600462573227931506455,s292
020_13,s-0.7898203499178372635498166,s0.002433521399443409460178266,s15
020_14,s0.01789643111212793624709157,s-0.6426722001579551757366450,s328
020_15,s-0.4718665072408199994899450,s1.878473576758286796122010,s94
020_16,s0.9935679569339353443824254,s-0.5876790435850314945134820,s249
020_17,s1.813789423237927979012940,s-0.3768240484429408693016484,s61
020_18,s-0.1424484163455870702578997,s1.437605553960919275990893,s-2
020_19,s1.007821684299505212052684,s1.298728180582204546136826,s117
021_0,s0,s0,s0
021_1,s1.445595280313013894588764,s-0.2780941407047454183576462,s324
021_2,s-0.6959862352792679784929674,s-0.7264414436214454984241938,s87
021_3,s0.2434015328988407660115723,s-0.4069421367469609630146409,s102
021_4,s0.6867356892365088713581223,s0.3893931398210922654665178,s324
021_5,s-1.233763353161710272349292,s-0.4092530962376097504722834,s42
021_6,s-0.4427014512063642201478153,s-0.2426268822883596281564378,s70
021_7,s0.8336482257203440523191771,s1.833548047120264635340136,s139
021_8,s0.05739052013662002647842458,s1.095137938363958285837435,s248
021_9,s0.6128566059671210035364465,s-0.7072497674207149278430298,s319
021_10,s1.101012122967975678106135,s-0.7515690777315926158542469,s287
021_11,s-0.1451617408777754109940052,s-1.383076527081929070310539,s229
021_12,s-0.4027808430306605846915602,s0.7418939230743077893615038,s343
021_13,s0.7718744009312453087379150,s-1.660055115367799914195826,s335
021_14,s0.3210733550768077705986349,s-1.219744461581712201281302,s289
021_15,s1.289579469828621610498487,s0.2967345242825160044584925,s334
021_16,s-0.2285782448486555346045535,s-0.8213077770244469910133902,s140
021_17,s0.5238580269188690841791755,s-0.05218269399799551049728980,s278
021_18,s-0.1713675239140090510690797,s1.591763036500421338672630,s297
021_19,s1.011214189994197615134198,s1.226502556130317945094071,s308
021_20,s-0.8330018961732010779677741,s0.8114046091483931230636816,s160
022_0,s0,s0,s0
022_1,s-0.2183717630106874196815881,s0.8360672114155513158159638,s54
022_2,s0.07938857486772595093565993,s-1.557635486486506346589382,s22
022_3,s1.444303968712368101655342,s0.9443955003879476953893010,s66
022_4,s-0.4232476553926034570918265,s0.1096003232279974901747232,s119
022_5,s0.2581749068573366140411096,s-0.7568528607096327012401800,s210
022_6,s1.436307458303017751738082,s-0.3738366331457592065673489,s88
022_7,s0.2107676283036148574823177,s1.697961338699018744510806,s177
022_8,s0.6096751262558493420981587,s0.02790062841406797458643219,s159
022_9,s-0.9498953076551224540546863,s-0.9267257022455359883814089,s333
022_10,s1.134446619225553523624405,s-0.9642594267347892739161706,s45
022_11,s0.9174576080968064560605679,s0.3280907565736124291422281,s244
022_12,s-0.9989805614028910234723772,s0.2725817986221507789601493,s339
022_13,s0.7665775006193897640922866,s1.513918120259114229609470,s19
022_14,s0.5031353957462261286548434,s1.088540439425130099820872,s240
022_15,s-0.3099949797464072592800833,s-0.7892913429232275152047650,s345
022_16,s0.3337751218948701026345561,s0.4748328875907542054660149,s286
022_17,s1.506979616037379971632548,s0.3889727629172856865433928,s298
022_18,s-1.198131030056475063096282,s-0.5210376705417976813858832,s21
022_19,s-1.555432348957188245976853,s0.2870491509469967996489433,s346
022_20,s-0.3954422049831019631786072,s1.708187626162970679244423,s217
022_21,s-0.9991199249216213837745947,s1.499272898363192077671178,s323
023_0,s0,s0,s0
023_1,s0.6057543501707960131863474,s-0.1509878003487947900618238,s346
023_2,s-0.2924718078436810949141677,s-1.318474852767161292071972,s325
023_3,s0.04905276445505262795931944,s-0.4151601130669170490461450,s263
023_4,s-0.1512914705933926422590233,s-1.732255631206829177845887,s280
023_5,s-0.6195170725354048012461366,s1.290016576401684066967291,s325
023_6,s-0.4369563359343417536725939,s0.4066447511767113040526132,s11
023_7,s-1.060026846974066813342197,s1.195458422309324373992990,s207
023_8,s1.629339843070790398195380,s0.1587165375403117324043524,s89
023_9,s-0.6120579900368142301642084,s-1.511863901084574643342989,s72
023_10,s1.459571871050486046618444,s0.7052474569609390973867740,s90
023_11,s0.2753137223795739095023871,s0.7076287636731808496429191,s298
023_12,s-0.5252700405203261611875032,s-0.1430484902174600065315191,s43
023_13,s1.067105368420165153846291,s1.086448642834576219784461,s1
023_14,s0.4960790006651034714235671,s-0.8265212747287250067904085,s142
023_15,s0.9574981188870194314874409,s-0.3145606502211343337427340,s276
023_16,s-0.1922836557316038481879605,s1.073938497243032912098482,s298
023_17,s-0.8706377503692143506909559,s-0.4315627496424433856558882,s199
023_18,s0.6574951211249072417427963,s-1.409736306522646738167980,s268
023_19,s0.1162531613208707991554552,s1.700223013234105483293401,s251
023_20,s0.9240931733648658765942192,s-0.9010564429338794043347638,s298
023_21,s-1.190106996762928770927820,s-0.9143155641164378531760017,s41
023_22,s-1.112265864897273545544923,s-0.2388404851054931931145233,s15
024_0,s0,s0,s0
024_1,s0.4100564105005113334223577,s-0.05486306023739039722242339,s296
024_2,s-0.5257136533633461616954463,s0.3145938695247575273006291,s177
024_3,s0.3800969300143879966037002,s-0.4698275532746968782826791,s187
024_4,s1.252953585215688140849789,s-0.3450242346355295794402271,s115
024_5,s0.2926469394102003511448652,s-1.816281696527069831111759,s-3
024_6,s-0.2127244428565902012451261,s1.462905351441781227547766,s202
024_7,s-1.611819622829415368878841,s0.5441933387800489130281536,s-7
024_8,s1.288234520841383613093401,s-0.005196277655612903390025500,s-7
024_9,s0.7241296720419276452228312,s1.728990439115206159334526,s323
024_10,s0.2355031134292308206239216,s1.569823101338368203077485,s346
024_11,s-0.9417047624178085558910291,s-0.7894700953217700534897401,s268
024_12,s0.5559106853415177701242808,s1.332358016221138212811791,s237
024_13,s-1.377163396256626187470068,s0.2283113390863739673025679,s245
024_14,s-0.09930131893796998506646021,s-1.094970824012562920883597,s155
024_15,s0.3588517471801257081864826,s0.9003813148104745176653065,s214
024_16,s1.486647599051279628259992,s-0.7061143132739661739186174,s159
024_17,s-0.7941455002548125112135645,s-1.637637116483037795088179,s-25
024_18,s-1.427944014016265857546993,s-0.4485736096596145659753936,s294
024_19,s-0.8500887863079957954340342,s0.7211528365001149444568629,s267
024_20,s0.9302310839791739114842950,s-0.8672702372606583111694375,s148
024_21,s-0.5369892953041620006510854,s1.550375681294064918853102,s62
024_22,s-0.9562478643616050431527919,s1.314108332939978630166111,s152
024_23,s-0.2897684434393298785748173,s-0.4366543081553485271262274,s222
025_0,s0,s0,s0
025_1,s-1.052705128685328620635753,s0.1170916329709797837343999,s23
025_2,s-1.341228961385209108442274,s-0.7646682410122272169003570,s131
025_3,s-0.2704640962204584403276443,s1.210906612152940770921802,s311
025_4,s-0.01954097201018196311439467,s-1.014628710554688027778436,s105
025_5,s0.3653562927677322250477602,s-0.3270601754698600292098342,s117
025_6,s1.735747360904850490094521,s-0.8971145601822891491733399,s67
025_7,s-0.3671126179192038030451097,s-0.1781983078282585748058908,s88
025_8,s1.028518578158644430214917,s0.1591298620843084321574422,s348
025_9,s0.6146355385731734812665428,s-0.02986836587350585620753708,s22
025_10,s-0.9376701882345604248392140,s-0.8891196850054483187542066,s297
025_11,s0.9995394812993241839826908,s1.347235139673984768982074,s223
025_12,s0.1959539686829363872022649,s1.075728826622338646715194,s238
025_13,s0.7579933051146364624602725,s-0.4280536609274434273577405,s175
025_14,s-1.064895775406615395161646,s0.8539008100765410058663453,s307
025_15,s-0.6487002201849483840057076,s0.4658964311171061968910867,s300
025_16,s1.557387489582172396089533,s-0.2821381148612469875330832,s78
025_17,s0.3870036741467742114758410,s-1.376970456898852243274311,s9
025_18,s1.237981514197936644568458,s-1.343674123210610106375628,s20
025_19,s-0.1252321627392717576926486,s-1.581263975304519223651078,s94
025_20,s-0.2672488267075526107742485,s1.713510171045221168613893,s-10
025_21,s0.2366477335289274312388192,s-1.626884645330538440698849,s192
025_22,s-0.7447434832382097244680990,s1.594305648787726622378493,s127
025_23,s-1.334284275570908026770957,s-0.1248390712969123291647977,s118
025_24,s0.7066464193681511436826837,s1.441552117229076888579864,s39
026_0,s0,s0,s0
026_1,s0.1922202602607893471425849,s-0.9388037783416240720331045,s163
026_2,s-0.7443436437197729679121628,s-0.6431713405058374361650525,s16
026_3,s0.8968468166126917946734405,s0.06324297931045635978719588,s289
026_4,s-0.3837364957936633368118518,s0.6430985682623791832579485,s143
026_5,s-1.145570217699076194517449,s0.2590824976411288550065536,s326
026_6,s0.2702977706670690732915219,s0.9875039626950171713082317,s283
026_7,s0.2110182684797990114444757,s1.608821124908300845973708,s243
026_8,s-1.596972262854070110033380,s0.6847223116589755166627730,s282
026_9,s-0.5716490268003859287482271,s1.055535080358857125126804,s286
026_10,s-0.9732341671671009318902998,s1.130972329420903070389126,s3
026_11,s1.494789284254451192102131,s0.8940652463397480349295565,s136
026_12,s0.9721318123578937039214176,s1.692719713646503506285570,s36
026_13,s-0.3586689774714267968380721,s-0.9692562129886352437907474,s163
026_14,s0.3802728731118154722155856,s0.3538859536841416023739137,s295
026_15,s1.127806711315986557811129,s-0.4779282967706764313764455,s263
026_16,s0.8154052014327939443966153,s-0.3439844298356442078845596,s118
026_17,s-0.3912289237152641978301215,s-0.3570664554503938034613064,s268
026_18,s-1.025381572679808946796377,s-0.9829777928136397080818859,s57
026_19,s1.291409524505209824134232,s-0.9516475377845057901510231,s163
026_20,s0.1998224801169439929227067,s-2.023334941830767618430041,s59
026_21,s-1.219331207998457078985758,s-1.605458532902018927226996,s311
026_22,s-0.2093507187936076846535017,s1.528505442945851304156756,s48
026_23,s-1.276520868303713513499525,s-0.3584250916084403514039191,s24
026_24,s0.6611595593722978524576367,s-1.410834744289894370633530,s357
026_25,s0.9691945872893628424749049,s-1.872346958056520460633721,s123
027_0,s0,s0,s0
027_1,s-1.334330886084391569121333,s0.2604049409267245457355600,s308
027_2,s0.3629765127299116531101042,s-0.6838296417876321628415149,s126
027_3,s-0.2867499600883550571299441,s-0.6196818032596863798366904,s308
027_4,s-0.3049767305376158994106858,s-1.243016445481309346096990,s81
027_5,s0.6486484036899989192442860,s-1.540059669960481908423943,s56
027_6,s-0.5959424332031308252366485,s0.04710938761701630866918219,s124
027_7,s0.03871819809754709074134382,s1.225931441111415998168610,s35
027_8,s0.6484532186620360905138227,s-0.4275151563776758423252034,s21
027_9,s-1.040638044099825187949193,s-0.6028084528037695802304976,s245
027_10,s0.6956696999999581508891677,s0.9900142254952562885506050,s16
027_11,s-1.154725391963089296126777,s0.9086735134843459769232730,s338
027_12,s1.661278310369697508962206,s-0.09786980153829547869615001,s95
027_13,s0.07636511495307098627838281,s1.766617152476215608231103,s297
027_14,s1.456456569567086469299545,s-0.5229993824276360178150699,s180
027_15,s0.4319639988769661959056023,s0.5639474003839451340946987,s53
027_16,s1.114895616722690845426524,s-1.219814253937408636205286,s46
027_17,s-0.4095749315424312697597742,s0.4153493313925766435013021,s27
027_18,s-0.07831711713166033574096132,s2.573309847152873102230085,s166
027_19,s1.179396555770703975546399,s0.3062715392881258510623944,s90
027_20,s-0.5899192084586403579324341,s1.369682979268310420856159,s215
027_21,s-0.6828349931613275549530106,s2.236471345886309858297380,s197
027_22,s1.147701730087660733532763,s1.320206147499616742939378,s16
027_23,s1.622473891378601174376172,s0.7468262911504964340729535,s89
027_24,s-1.662411061184167114512799,s-1.008281244474003064334754,s329
027_25,s-1.417501110854752742582336,s-0.01969750707925959840038901,s122
027_26,s-1.408668078334795299710880,s1.807505715345928543405504,s265
028_0,s0,s0,s0
028_1,s-0.1375880465203374089359391,s1.113261511278864818435401,s24
028_2,s-0.3012677187998601931531729,s-0.6813505934252513350501968,s61
028_3,s-0.6333920881308893239235169,s-0.1152325767948562413450775,s13
028_4,s0.9554133760240461599802518,s-0.6544308703589019836875664,s199
028_5,s-0.7451176662982961183823160,s-0.9893209559206006253884165,s239
028_6,s0.2023486731299728030863960,s0.7861286639039833379349886,s346
028_7,s0.4920451373298466365979758,s2.071412392221014247151861,s248
028_8,s-0.5950325660454494347551001,s-1.638682727711213716823016,s55
028_9,s-0.8072620321425737193593575,s1.833106460659219501957429,s209
028_10,s0.1134414596297521182072240,s1.620282369203425119418383,s6
028_11,s-1.641923818673600750893404,s-0.02614594294917467476313535,s57
028_12,s-1.153710010915952557724804,s-0.08557443807047725419911286,s24
028_13,s0.9310586453487106936132569,s0.9586569656647805776072962,s278
028_14,s0.6257730329358725668287278,s0.1075922176461470152635837,s356
028_15,s0.7209291610111047332240531,s1.560372505931047714539118,s167
028_16,s0.4494466148477380806197656,s-0.1447035422554406453032882,s189
028_17,s0.6883324715874553011932949,s-1.092508665649468076880301,s155
028_18,s1.651372205949664315844870,s-0.08959055884754618930693174,s196
028_19,s0.1754267217743057435258569,s-0.9854724437465424771720459,s15
028_20,s1.455064865643360114133564,s-1.073529312576609745510936,s285
028_21,s1.318655042909510972937158,s0.5998363601250838025510936,s179
028_22,s0.94013668750337819890461332761333324015140533447265625,s-0.10255215489487046198746611480601131916046142578125,s231
028_23,s-1.475103761048166219147642,s1.397422208128029440243889,s269
028_24,s-0.6265234973756818426086652,s1.001816140343110462726516,s129
028_25,s-1.282142084240890638618949,s-0.4795485479824726587037840,s202
028_26,s2.045910232536328633018432,s0.5621326339242308884822099,s125
028_27,s-0.02591476750468446957342819,s-1.768260663548669077947682,s327
029_0,s0,s0,s0
029_1,s-1.064732343600906466427048,s0.7417152714941293910420195,s83
029_2,s1.565587284480939225437235,s-0.08056526591956875149591609,s80
029_3,s-0.5503826275835449616247175,s-0.2306276847511014001582130,s240
029_4,s0.01500198997339993603819531,s1.837507913666279893340898,s82
029_5,s-1.406405590170122231131248,s-0.3901502676118764180532989,s354
029_6,s0.2879986999477970599503607,s0.8152316667553997087125595,s242
029_7,s0.5980693419017084669467341,s0.04787455030524160974874513,s157
029_8,s-0.8112300917438476626636383,s-1.219708767399445720550077,s120
029_9,s0.9936063924151958687280831,s0.9777852903757851647792435,s64
029_10,s-1.076207992495785295203326,s-0.6552823067949594499845277,s264
029_11,s-1.900611592959309118118506,s-0.7769109771208525137484173,s269
029_12,s-0.8120964351740323538056398,s0.8982660717688979732167832,s261
029_13,s0.3041372626980591237569329,s1.673260076231049899107146,s289
029_14,s-0.8222009201266329905810607,s2.015804737088228197443295,s121
029_15,s-0.4809840972704213422038443,s-1.065955776815007730387585,s229
029_16,s1.373925232465201626969043,s-0.9390106474217477204591287,s306
029_17,s-1.117633486110219936254806,s1.297703375003410467339315,s301
029_18,s0.09569104161621211877830630,s1.128200146755956294157553,s72
029_19,s-0.01136534519354564717885659,s-0.9444832856728658649052980,s283
029_20,s1.375520819516096469002642,s0.5317777912270510358525715,s125
029_21,s0.6257557305802920207915375,s-1.278827768044321346214975,s132
029_22,s1.149561206751127849512440,s-0.3920237649999390137922627,s148
029_23,s-0.4505621652646496424089036,s0.1989508779342842904880317,s79
029_24,s1.299046699712988547892842,s-1.644259122567316574840825,s38
029_25,s1.163559842260735265832144,s1.402239131845869283014492,s267
029_26,s1.821116490162651809642246,s0.5255200886723991743343376,s192
029_27,s-1.597800517288934804907563,s0.3498743833684186899861231,s96
029_28,s0.06508105763890043807956556,s2.273339889843763190774986,s274
030_0,s0,s0,s0
030_1,s0.03254268702680373527569287,s-0.6022416746332233032732579,s208
030_2,s-0.5717331370091823638385220,s-0.8616302003766763382297144,s101
030_3,s0.9074720463116695556848859,s0.1888537497015592390992023,s280
